session_id,task,turn,AveCopyCount,AveCopyInlineText,FirstCopy_abs,LastCopy_abs,FirstCopy_ref,LastCopy_ref,AveButtonCount,FirstButton_abs,LastButton_abs,FirstButton_ref,LastButton_ref,Regenerate_EditCount,FirstRegenerate_Edit_abs,LastRegenerate_Edit_abs,FirstRegenerate_Edit_ref,LastRegenerate_Edit_ref,PositiveButtonCount,FirstPositiveButton_abs,LastPositiveButton_abs,FirstPositiveButton_ref,LastPositiveButton_ref,NegativeButtonCount,FirstNegativeButton_abs,LastNegativeButton_abs,FirstNegativeButton_ref,LastNegativeButton_ref,AveOverallButtonCount,StopGeneratingCount,session_engagement_count,unique_engagement,turn_engagement_rate,PLE_abs,PLE_rel,max_scroll_distance,maxscroll_over_turndepth,AveScrollback,mixed_scroll_count,mixed_scroll_ratio,scroll_volatility,sum_scroll_time,ave_scroll_time,avg_pause_time,scroll_top_rate,ave_user_text,ave_system_text,navigate_count,sum_nav_dwell,session_dwell_time,time_to_first_eng,time_to_last_eng,turn-dwelltime,plat,sati
47_2,creation,8,4.25,47.97058824,1,8,0.0625,0.5,0,,,,,,,,,,,,,,,,,,,,0,,143,1,17.875,47.66666667,762.6666667,3785,473.125,946.25,14,0.141414141,0.373737374,185.726,1.876020202,16.50035714,0,109.5,860.75,0,0,1781.776,1.87,1806.228,445.444,P,7
48_1,creation,2,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,4,1,2,1.333333333,5.333333333,780,156,312,1,0.041666667,0.375,273.964,11.41516667,12.48491304,0,54.5,287,0,0,94.859,22.667,43.834,94.859,P,7
48_2,evaluation,2,0.5,44,4,4,1,1,0,,,,,,,,,,,,,,,,,,,,0,,12,1,6,4,16,3499,538.3076923,1076.615385,16,0.186046512,0.593023256,255.136,2.966697674,9.966058824,1,22.5,556,0,0,662.135,208.9,540.301,662.135,P,5
49_1,creation,5,1.4,31.28571429,4,4,0.4,0.4,0.2,3,3,0.3,0.3,,,,,,,,,,,,,,,,0,,51,1,10.2,51,510,1503,300.6,601.2,2,0.166666667,0.666666667,18.581,1.548416667,13.79154545,0,89.8,571,0,0,549.007,171.607,374.571,219.6028,P,5
49_2,evaluation,4,1.25,371.8,8,8,1,1,0.25,5,5,0.625,0.625,,,,,,,,,,,,,,,,0,,23,1,5.75,3.285714286,26.28571429,893,223.25,446.5,1,0.03125,0.25,37.513,1.17228125,7.348774194,1,44,1085.5,0,0,305.455,4.305,207.892,152.7275,P,6
5_1,creation,7,0.571428571,143.5,1,14,0.071428571,1,0,,,,,,,,,,,,,,,,,,,,0,,14,1,20.5,1.076923077,15.07692308,1862.222198,266.0317426,532.0634853,3,0.115384615,0.384615385,21.159,0.813807692,7.99156,0,40.42857143,298.4285714,0,0,349.271,38.695,267.467,49.89585714,GPT,5
5_2,evaluation,10,0,,,,,,0.3,11,20,0.55,1,,,,,,,,,,,,,,,,0.1,0,31,1,4,1.631578947,32.63157895,1906.666626,190.6666626,381.3333252,2,0.047619048,0.285714286,31.215,0.743214286,9.749195122,0,52.7,992.2,0,0,547.373,28.923,545.733,54.7373,GPT,5
50_1,creation,4,0.5,102.5,2,6,0.25,0.75,0.25,4,4,0.5,0.5,,,,,,,,,,,,,,,,0,,15,1,3.75,2.5,20,2882,720.5,1441,1,0.02,0.18,110.733,2.21466,13.64453061,1,162,863.5,0,0,942.628,27.343,769.556,471.314,P,6
50_2,evaluation,34,0.147058824,211.8,2,10,0.029411765,0.147058824,0,,,,,,,,,,,,,,,,,,,,0,,59,1,1.735294118,14.75,1003,5634.5,165.7205882,331.4411765,10,0.208333333,0.625,165.038,3.438291667,11.62217021,1,200.7058824,753.4705882,3,0,937.843,194.594,900.154,55.16723529,P,6
51_1,evaluation,12,0.416666667,485.2,6,6,0.25,0.25,0.166666667,2,6,0.083333333,0.25,,,,,,,,,,,,,,,,0.166666667,0,74,1,6.166666667,14.8,355.2,1598,133.1666667,266.3333333,3,0.034482759,0.333333333,143.418,1.648482759,7.748686047,1,54.41666667,1137.666667,8,0,1016.111,114.314,932.695,169.3518333,P,4
51_2,creation,3,0,,,,,,1,2,2,0.333333333,0.333333333,,,,,,,,,,,,,,,,0,,25,1,8.333333333,8.333333333,50,1296,432,864,0,0,0.25,53.729,1.67903125,6.856129032,1,61.33333333,817.6666667,0,0,478.296,134.929,395.917,318.864,P,6
52_1,evaluation,5,0.2,1116,10,10,1,1,0.4,2,2,0.2,0.2,,,,,,,,,,,,,,,,0,,37,1,7.4,4.111111111,41.11111111,780,156,312,1,0.041666667,0.375,273.964,11.41516667,12.48491304,0,313.8,778,1,0,592.747,70.261,492.263,237.0988,P,4
52_2,creation,5,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,11,1,2.2,1.222222222,12.22222222,1180,393.3333333,786.6666667,0,0,0.208333333,34.25,1.427083333,9.366478261,1,24.8,475.8,1,0,327.784,120.277,264.962,131.1136,P,5
53_1,creation,9,0.333333333,49,10,10,0.555555556,0.555555556,0,,,,,,,,,,,,,,,,,,,,0,,23,1,2.555555556,7.666666667,138,591,65.66666667,131.3333333,2,0.105263158,0.631578947,27.631,1.454263158,10.02688889,0,30.55555556,341.7777778,0,0,392.006,41.386,305.486,87.11244444,P,6
53_2,evaluation,17,0.117647059,31.5,2,2,0.058823529,0.058823529,0.176470588,4,7,0.117647059,0.205882353,,,,,,,,,,,,,,,,0.117647059,0,46,1,2.705882353,15.33333333,521.3333333,3469,204.0588235,408.1176471,5,0.102040816,0.612244898,98.75,2.015306122,10.368625,1,40.94117647,662.9411765,0,0,702.819,75.182,662.674,82.68458824,P,6
54_1,creation,1,2,118,2,2,1,1,0,,,,,,,,,,,,,,,,,,,,0,,14,1,14,14,28,293.5999939,293.5999939,587.1999878,0,0,0.083333333,23.242,1.936833333,6.895727273,1,120,650,0,0,179.27,16.938,121.068,358.54,P,5
54_2,evaluation,1,1,450,2,2,1,1,0,,,,,,,,,,,,,,,,,,,,0,,5,1,5,5,10,411.9999886,411.9999886,823.9999771,0,0,0.25,4.681,1.17025,0.343,0,128,692,0,0,158.244,5.912,29.279,316.488,P,7
55_1,creation,3,0.333333333,168,6,6,1,1,0,,,,,,,,,,,,,,,,,,,,0,,7,1,2.333333333,1.4,8.4,699.1999512,233.0666504,466.1333008,0,0,0.363636364,15.538,1.412545455,4.4339,1,41,256.3333333,0,0,166.553,70.048,149.924,111.0353333,P,4
55_2,evaluation,3,0.333333333,14,1,1,0.166666667,0.166666667,0,,,,,,,,,,,,,,,,,,,,0,,17,1,5.666666667,3.4,20.4,1166.400024,388.8000081,777.6000163,0,0,0.388888889,30.822,1.712333333,9.677176471,1,50.33333333,691.6666667,0,0,273.753,29.749,236.45,182.502,P,4
56_1,evaluation,8,0.75,250.8333333,1,14,0.0625,0.875,0.125,2,2,0.125,0.125,,,,,,,,,,,,,,,,0,,126,1,15.75,18,288,2247,224.7,449.4,6,0.375,0.4375,71.075,4.4421875,22.69106667,0,101.5,694.25,0,0,1596.007,111.795,1486.127,399.00175,P,4
56_2,creation,4,1,49.5,6,8,0.75,1,0,,,,,,,,,,,,,,,,,,,,0,,33,1,8.25,4.714285714,37.71428571,437,145.6666667,291.3333333,0,0,0.375,58.153,7.269125,7.524857143,1,51.75,261,0,0,601.694,153.858,504.667,300.847,P,7
57_1,creation,11,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,30,1,2.727272727,2.307692308,50.76923077,3532,294.3333333,588.6666667,4,0.057142857,0.228571429,104.517,1.4931,6.279594203,1,18.27272727,447.9090909,3,0,759.272,225.194,712.947,138.0494545,P,5
57_2,evaluation,13,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,37,1,2.846153846,5.285714286,137.4285714,3449,246.3571429,492.7142857,5,0.15625,0.59375,50.924,1.591375,8.232290323,1,20.84615385,348.4615385,3,0,472.293,70.122,411.297,72.66046154,P,3
58_1,evaluation,2,2.5,15.2,4,4,1,1,0,,,,,,,,,,,,,,,,,,,,0,,19,1,9.5,6.333333333,25.33333333,546,273,546,0,0,0.214285714,21.076,1.505428571,20.75638462,0,28.5,708,0,0,972.233,146.941,765.701,972.233,P,6
58_2,creation,8,1.25,30.6,6,8,0.375,0.5,0.25,9,9,0.5625,0.5625,,,,,,,,,,,,,,,,0.125,0,52,1,6.5,7.428571429,118.8571429,1615.5,201.9375,403.875,2,0.058823529,0.323529412,75.276,2.214,13.23918182,0,17.5,492.25,0,0,681.385,107.095,636.487,170.34625,P,4
59_1,creation,3,1,116,1,6,0.166666667,1,0,,,,,,,,,,,,,,,,,,,,0,,13,1,4.333333333,2.166666667,13,1168.5,389.5,779,0,0,0.272727273,99.981,4.544590909,6.548047619,1,43.33333333,527,0,0,339.298,64.228,310.54,226.1986667,P,3
59_2,evaluation,1,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,2,1,2,1,2,187,187,374,0,0,0.111111111,47.839,5.315444444,1.1855,0,158,849,0,0,466.963,330.725,347.341,933.926,P,2
6_1,evaluation,1,4,318.5,2,2,1,1,0,,,,,,,,,,,,,,,,,,,,1,0,16,1,13.5,8,16,431.1111042,431.1111042,862.2222085,0,0,0.470588235,16.807,0.988647059,5.0934375,1,127,771,0,0,276.052,48.376,243.687,276.052,GPT,5
6_2,creation,7,0,,,,,,0.142857143,12,12,0.857142857,0.857142857,,,,,,,,,,,,,,,,0.142857143,0,13,1,24,1,14,1721.777893,245.9682704,491.9365409,5,0.03125,0.23125,119.605,0.74753125,2.761779874,1,31.85714286,931.2857143,0,0,593.062,2.344,568.089,84.72314286,GPT,6
60_1,creation,19.5,0.564102564,172.9090909,6,8,0.153846154,0.205128205,0.153846154,6,6,0.153846154,0.153846154,,,,,,,,,,,,,,,,0,,70,1,3.58974359,23.33333333,910,1293.5,66.33333333,132.6666667,14,0.245614035,0.49122807,130.046,2.281508772,12.26405357,1,149.65,509.5789474,2,0,929.695,84.947,858.06,95.35333333,P,6
60_2,evaluation,16,0.0625,342,8,8,0.25,0.25,0.0625,2,2,0.0625,0.0625,,,,,,,,,,,,,,,,0,,23,1,1.4375,3.285714286,105.1428571,852.5,53.28125,106.5625,4,0.095238095,0.547619048,82.314,1.959857143,10.90221951,1,37.8125,568.125,4,0,634.011,44.942,583.778,79.251375,P,6
61_1,evaluation,4,1,317.75,2,6,0.25,0.75,0.75,2,3,0.25,0.375,,,,,,,,,,,,,,,,0,,44,1,11,8.8,70.4,1489,372.25,744.5,4,0.142857143,0.571428571,44.913,1.604035714,4.759851852,1,48.5,715.5,1,0,222.495,26.171,206.405,111.2475,P,4
61_2,creation,2,0.5,251,2,2,0.5,0.5,0,,,,,,,,,,,,,,,,,,,,0,,10,1,5,3.333333333,13.33333333,1741.5,870.75,1741.5,1,0.055555556,0.333333333,24.018,1.334333333,2.247705882,1,61.5,664,0,0,105.978,31.088,90.676,105.978,P,6
62_1,creation,34,0.029411765,4,8,8,0.117647059,0.117647059,0.088235294,8,8,0.117647059,0.117647059,,,,,,,,,,,,,,,,0.088235294,0,72,1,2.117647059,9,612,4968,146.1176471,292.2352941,16,0.195121951,0.62195122,498.167,6.075207317,8.740839506,1,49.58823529,307.1764706,0,0,1344.661,7.082,1318.867,79.09770588,P,5
62_2,evaluation,20,0.1,26.5,1,7,0.025,0.175,0.15,1,6,0.025,0.15,,,,,,,,,,,,,,,,0.1,0,57,1,2.85,19,760,2325.600098,116.2800049,232.5600098,12,0.126315789,0.431578947,330.909,3.483252632,7.74593617,1,59.45,880,0,0,1122.593,8.906,1071.177,112.2593,P,5
63_1,evaluation,12,0.333333333,810,4,4,0.166666667,0.166666667,0.166666667,7,7,0.291666667,0.291666667,,,,,,,,,,,,,,,,0,,36,1,3,12,288,2057.599976,171.4666646,342.9333293,3,0.073170732,0.463414634,204.588,4.98995122,17.412825,1,44.66666667,929.5833333,0,0,959.835,41.373,930.132,159.9725,P,6
63_2,creation,21,0.142857143,205,1,8,0.023809524,0.19047619,0,,,,,,,,,,,,,,,,,,,,0,,27,1,1.285714286,4.5,189,4267.999908,203.2380909,406.4761818,13,0.317073171,0.43902439,119.154,2.906195122,10.107825,1,32.0952381,467.4285714,0,0,609.815,13.946,541.753,58.07761905,P,7
64_1,evaluation,6,0,,,,,,0.166666667,2,2,0.166666667,0.166666667,,,,,,,,,,,,,,,,0,,39,1,6.5,13,156,2340.000122,390.0000203,780.0000407,2,0.08,0.36,568.179,22.72716,7.734,0,41,758.3333333,0,0,867.135,26.938,759.497,289.045,P,6
64_2,creation,2,0,,,,,,0.5,2,2,0.5,0.5,,,,,,,,,,,,,,,,0,,10,1,5,3.333333333,13.33333333,644.8000031,322.4000015,644.8000031,0,0,0.375,14.961,1.870125,23.27742857,1,44.5,679.5,0,0,303.478,14.306,193.201,303.478,P,6
65_1,evaluation,2,0.5,928,4,4,1,1,0,,,,,,,,,,,,,,,,,,,,0,,26,1,13,8.666666667,34.66666667,848.0001221,424.000061,848.0001221,0,0,0.138888889,67.516,1.875444444,4.052342857,0,66.5,969,0,0,465.719,235.893,463.152,465.719,P,5
65_2,creation,5,0.2,543,6,6,0.6,0.6,0.2,6,6,0.6,0.6,,,,,,,,,,,,,,,,0.4,0,35,1,7,11.66666667,116.6666667,1111.199951,222.2399902,444.4799805,2,0.022222222,0.177777778,231.924,2.576933333,3.442550562,1,50.8,515.8,0,0,869.57,154.115,694.82,347.828,P,6
66_1,evaluation,6,0.666666667,232.75,2,10,0.166666667,0.833333333,0.333333333,6,10,0.5,0.833333333,,,,,,,,,,,,,,,,0,,48,1,8,4.363636364,52.36363636,3554.44458,187.0760305,374.1520611,10,0.149253731,0.373134328,276.617,4.12861194,17.63484848,0,43,762.6666667,1,0,462.115,46.17,419.656,154.0383333,P,5
66_2,creation,5,0.4,297,4,8,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,0.2,0,33,1,6.6,3.666666667,36.66666667,437,145.6666667,291.3333333,0,0,0.375,58.153,7.269125,7.524857143,1,41.4,529.4,4,0,401.353,29.114,381.51,160.5412,P,7
67_1,evaluation,17,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,62,1,3.647058824,20.66666667,702.6666667,4261.600098,250.6823587,501.3647174,8,0.163265306,0.448979592,226.659,4.625693878,30.51291667,1,51.05882353,504.7058824,0,0,1808.18,13.62,1742.717,212.7270588,P,7
67_2,creation,5,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0.2,0,28,1,5.6,3.5,35,1084.000023,216.8000046,433.6000092,2,0.117647059,0.411764706,51.341,3.020058824,19.7551875,0,49.8,255.4,0,0,862.645,10.962,534.2,345.058,P,7
68_1,creation,3,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,5,1,1.666666667,1,6,886.666748,295.5555827,591.1111654,0,0,0.3,38.216,1.273866667,4.310724138,1,54,862.3333333,0,0,305.917,131.572,262.272,203.9446667,P,6
68_2,evaluation,4,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,8,1,2,1.142857143,9.142857143,838.888916,209.722229,419.444458,0,0,0.454545455,12.688,1.153454545,11.4244,0,56.25,619.75,0,0,280.555,105.419,230.328,140.2775,P,6
69_1,evaluation,1,2,401,2,2,1,1,0,,,,,,,,,,,,,,,,,,,,0,,16,1,16,16,32,480,480,960,0,0,0.142857143,40.7,5.814285714,6.34,1,128,572,0,0,0,8.802,84.53,0,P,6
69_2,creation,1,2,273,2,2,1,1,0,,,,,,,,,,,,,,,,,,,,0,,5,1,5,2.5,5,104,104,208,0,0,0.5,2.36,1.18,2.001,0,120,555,0,0,78.087,14.459,33.804,156.174,P,6
7_1,evaluation,2,1,2075,4,4,1,1,0.5,4,4,1,1,,,,,,,,,,,,,,,,0,,17,1,7.428571429,4.25,17,3124.444363,1562.222182,3124.444363,2,0.029850746,0.208955224,74.432,1.110925373,2.442166667,1,83,2287.5,0,0,571.344,90.5,358.519,285.672,GPT,3
7_2,creation,1,0,,,,,,1,2,2,1,1,,,,,,,,,,,,,,,,1,0,4,1,60.5,2,4,,0,0,,,,,,,,115,201,0,0,82.278,6.747,43.43,82.278,GPT,7
70_1,evaluation,16,0.125,30,2,2,0.0625,0.0625,0,,,,,,,,,,,,,,,,,,,,0,,35,1,2.1875,2.916666667,93.33333333,4230,264.375,528.75,18,0.236842105,0.447368421,131.079,1.724723684,10.09081333,0,41.70588235,526.4666667,0,0,783.867,159.503,1050.413,97.983375,P,6
70_2,creation,6,0.015873016,7,8,8,0.063492063,0.063492063,0.015873016,12,12,0.095238095,0.095238095,,,,,,,,,,,,,,,,0,,46,1,7.666666667,4.6,55.2,5447,907.8333333,1815.666667,16,0.172043011,0.52688172,190.059,2.043645161,8.763923913,1,29.33333333,516.6666667,6,0,1111.186,52.128,819.764,370.3953333,P,6
71_1,evaluation,1,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,4,1,4,4,8,200.7999973,200.7999973,401.5999947,0,0,0.25,70.454,17.6135,0.017333333,0,127,695,0,0,91.487,12.006,28.586,182.974,P,4
71_2,creation,1,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,3,1,3,3,6,635.1999878,635.1999878,1270.399976,0,0,0,2.611,2.611,,0,120,616,0,0,49.015,4.589,14.205,98.03,P,4
73_1,evaluation,1,7,127.1428571,2,2,1,1,0,,,,,,,,,,,,,,,,,,,,0,,24,1,24,24,48,1188,1188,2376,0,0,0.1,46.859,4.6859,18.63422222,0,183,1676,0,0,294.184,47.096,252.387,588.368,P,7
73_2,creation,3,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,7,1,2.333333333,1.4,8.4,465.5999985,155.1999995,310.399999,0,0,0.5,17.046,2.841,7.0522,0,48,300,0,0,125.537,14.635,109.897,83.69133333,P,6
8_1,evaluation,4,1.75,506,1,8,0.125,1,0,,,,,,,,,,,,,,,,,,,,0,,54,1,3,6.75,54,6022,1505.5,3011,4,0.023668639,0.224852071,160.266,0.948319527,4.86614881,1,134.75,2494.25,0,0,1194.435,181.619,1159.545,298.60875,GPT,7
8_2,creation,10.5,0.19047619,22,4,12,0.19047619,0.571428571,0.761904762,4,16,0.19047619,0.761904762,,,,,,,,,,,,,,,,0.285714286,0,78,1,8.333333333,5.2,109.2,7804.5,743.2857143,1486.571429,18,0.06,0.343333333,295.106,0.983686667,5.312852843,1,327.6666667,1449.916667,0,0,1961.794,18.443,1947.11,186.8375238,GPT,6
9_1,evaluation,3,0,,,,,,0.333333333,6,6,1,1,,,,,,,,,,,,,,,,0.333333333,0,9,1,4.333333333,1.8,10.8,1739.555634,579.8518778,1159.703756,2,0.05,0.35,31.235,0.780875,3.106205128,1,98.33333333,833,0,0,450.518,208.342,380.56,150.1726667,GPT,6
9_2,creation,6,0,,,,,,0.333333333,6,12,0.5,1,,,,,,,,,,,,,,,,,,26,1,38,2.363636364,28.36363636,3304.888916,550.8148193,1101.629639,2,0.01183432,0.124260355,124.963,0.739426036,2.145142857,0,59,1496.666667,0,0,892.321,285.962,841.639,148.7201667,GPT,7
